ID,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,POLICE DISTRICT,LATITUDE,LONGITUDE
2130031-20111208,328 S JEFFERSON ST 9TH 920,CHICAGO,IL,60661,2,12,1,41.87709414,-87.64265497
1894017-20120216,400 W ERIE ST 3 300,CHICAGO,IL,60610,42,68,18,41.89404225,-87.63860309
2099356-20120130,927 W 49TH PL  ,CHICAGO,IL,60609,20,45,9,41.80415801,-87.64894551
1545847-20101116,6400 N LEOTI AVE  ,CHICAGO,IL,60646,41,70,16,41.99795587,-87.76375178
1991785-20100916,22 W WASHINGTON ST 7 7,CHICAGO,IL,60602,42,9,1,41.88332783,-87.62868992
2148002-20120413,2537-2559 N HARLEM AVE FIRST  ,CHICAGO,IL,60707,36,,,41.92645484,-87.80619323
2203498-20121217,2945-2951 N MILWAUKEE AVE BASEMENT - 2ND ,CHICAGO,IL,60618,35,6,14,41.93485154,-87.71665396
2183578-20120822,4100 S ASHLAND AVE 1ST ,CHICAGO,IL,60609,12,16,9,41.81944143,-87.66537554
1332234-20100916,20 N WACKER DR  1725,CHICAGO,IL,60606,42,9,1,41.88241091,-87.63717471
1675823-20120116,6220 S NEW ENGLAND AVE  ,CHICAGO,IL,60638,23,15,8,41.77866197,-87.79428401
2146465-20120322,700-704 W 41ST ST  ,CHICAGO,IL,60609,11,35,9,41.82042704,-87.64346809
2009508-20110716,1210 W 31ST ST 1ST ,CHICAGO,IL,60608,11,8,9,41.83801738,-87.65649896
2141647-20120229,2704 N MILWAUKEE AVE 1ST  ,CHICAGO,IL,60647,35,,,41.93028132,-87.70962322
1770437-20120116,67 E CERMAK RD 1 1,CHICAGO,IL,60616,2,3,1,41.85275162,-87.62442588
1938724-20120116,1443 W 41ST ST  ,CHICAGO,IL,60609,11,30,9,41.8194494,-87.66275034
1598010-20120116,4100 S ASHLAND AVE  ,CHICAGO,IL,60609,12,16,9,41.81944143,-87.66537554
1802851-20110716,7753 S CICERO AVE 1ST ,CHICAGO,IL,60652,13,22,8,41.75122806,-87.74128737
1908049-20110116,5901 W FULLERTON AVE 1ST ,CHICAGO,IL,60639,37,11,25,41.92375537,-87.77334323
1980085-20101116,1721 W NORTH AVE 1 1,CHICAGO,IL,60622,1,21,14,41.91047507,-87.67097836
12708-20100816,8601 W BRYN MAWR AVE  116,CHICAGO,IL,60631,41,28,16,41.98091507,-87.84163193
1303318-20110416,2707 N HALSTED ST  ,CHICAGO,IL,60614,43,6,19,41.93176228,-87.64883078
1698486-20100916,500 W MONROE ST  ,CHICAGO,IL,60661,2,12,1,41.88069925,-87.63972503
1948754-20110716,4820 N SHERIDAN RD 1ST ,CHICAGO,IL,60640,46,4,20,41.96974045,-87.65498388
40738-20120116,4608 S DAMEN AVE  1ST,CHICAGO,IL,60609,12,9,9,41.81000726,-87.6751267
2021320-20110716,9505 S WOOD ST 1 ,CHICAGO,IL,60643,19,20,22,41.72097434,-87.66729257
1905059-20110716,913 W CULLERTON ST 1ST ,CHICAGO,IL,60608,25,12,12,41.85520389,-87.64873505
1843768-20120116,7733 S WESTERN AVE 1ST ,CHICAGO,IL,60620,18,8,8,41.7527931,-87.68276975
1678679-20110716,1638 W 95TH ST  ,CHICAGO,IL,60643,19,13,22,41.72130271,-87.66415706
1845461-20110716,1741 W 99TH ST  ,CHICAGO,IL,60643,19,27,22,41.71378107,-87.66698795
1145239-20120116,5757 S CICERO AVE  TC-20,CHICAGO,IL,60638,23,41,8,41.78783563,-87.74127656
1222272-20101116,2319 W CHICAGO AVE  ,CHICAGO,IL,60622,1,6,12,41.89566139,-87.68519856
14901-20120116,1719 W 35TH ST  1ST F,CHICAGO,IL,60609,11,29,9,41.83035555,-87.66877463
1847041-20120116,3233 W ADDISON ST 1 ,CHICAGO,IL,60618,35,24,17,41.94650603,-87.70921097
1883499-20120116,11601 W TOUHY AVE TERMINAL 2 GO6B,CHICAGO,IL,60666,41,27,16,42.0085364,-87.91442844
1954676-20110116,2451 N HARLEM AVE 1 ,CHICAGO,IL,60707,36,1,25,41.92500996,-87.80614343
2016852-20120316,191 N WACKER DR 16TH 1675,CHICAGO,IL,60606,42,,,41.8855345,-87.63667609
2087954-20110321,4007 N BROADWAY  1ST ,CHICAGO,IL,60613,46,10,19,41.95479658,-87.65052889
1799935-20110116,4200 W SCHUBERT AVE 1 ,CHICAGO,IL,60639,31,13,25,41.93000827,-87.7319576
1799471-20110116,3440 W 111TH ST 1 1,CHICAGO,IL,60655,19,54,22,41.69157185,-87.70734251
2069718-20101220,6200 N HIAWATHA AVE 3RD 302,CHICAGO,IL,60646,39,15,16,41.99356092,-87.74967174
1847607-20110716,2239 W 111TH ST 1ST ,CHICAGO,IL,60643,19,64,22,41.69171404,-87.67781089
1698793-20100916,233 N MICHIGAN AVE 16 1600,CHICAGO,IL,60601,42,44,1,41.88656737,-87.62438467
1798370-20101116,20 S CLARK ST  1710,CHICAGO,IL,60603,42,9,1,41.88147949,-87.63101495
2017086-20120116,3869 S ARCHER AVE 1ST ,CHICAGO,IL,60632,12,21,9,41.82312383,-87.68929327
2009149-20120116,11601 W TOUHY AVE  T3/G-HI,CHICAGO,IL,60666,41,27,16,42.0085364,-87.91442844
1717180-20100816,180 N LA SALLE ST 8 ,CHICAGO,IL,60601,42,9,1,41.88544439,-87.63258213
2014231-20120116,4922 S CICERO AVE 2ND ,CHICAGO,IL,60638,23,51,8,41.80325514,-87.74318434
1617561-20110116,4445 W CORTLAND ST  ,CHICAGO,IL,60639,31,39,25,41.91509458,-87.73807454
1718301-20100916,2848 W MADISON ST 1 ,CHICAGO,IL,60612,2,56,12,41.88116468,-87.6983488
2087819-20110716,4433 N BROADWAY  1ST ,CHICAGO,IL,60640,46,47,19,41.962695,-87.6555805
2074312-20110110,1821 W HUBBARD ST 3 303,CHICAGO,IL,60622,27,27,12,41.88967704,-87.67286632
2037695-20110716,2239 S WENTWORTH AVE 1 1,CHICAGO,IL,60616,25,14,9,41.85175626,-87.63184116
2074498-20110112,410 S MICHIGAN AVE 8TH 841,CHICAGO,IL,60605,2,49,1,41.87670765,-87.62442948
2114072-20120116,108 N STATE ST  BLOCK 37,CHICAGO,IL,60602,42,9,1,41.88342264,-87.62802165
24763-20120116,1937 W 47TH ST  ,CHICAGO,IL,60609,20,4,9,41.80840993,-87.6736984
1820452-20101016,20 N MICHIGAN AVE 4TH 400,CHICAGO,IL,60602,42,9,1,41.8825402,-87.62453094
1249120-20100916,200 N MICHIGAN AVE  ,CHICAGO,IL,60601,42,9,1,41.88580155,-87.62465977
1272838-20120116,6177 S ARCHER AVE  ,CHICAGO,IL,60638,23,55,8,41.79390042,-87.77345088
1737820-20110716,4717 N CLARK ST  SOUTH,CHICAGO,IL,60640,47,41,19,41.96763823,-87.66708971
1598004-20120116,4100 S ASHLAND AVE  ,CHICAGO,IL,60609,12,16,9,41.81944143,-87.66537554
1578599-20120116,1702 W 47TH ST 1 ,CHICAGO,IL,60609,20,8,9,41.80868998,-87.66754904
2017308-20110116,4250 W ARMITAGE AVE 1 ,CHICAGO,IL,60639,30,24,25,41.91718374,-87.7335161
22878-20110716,1501 E 57TH ST  ,CHICAGO,IL,60637,5,39,2,41.79141637,-87.58895333
1740266-20110416,835 N MICHIGAN AVE 2ND 3035,CHICAGO,IL,60611,42,37,18,41.89774086,-87.62396132
1677742-20120116,2857 S HOMAN AVE 1 ,CHICAGO,IL,60623,22,15,10,41.83912158,-87.70961696
84653-20100916,1 N FRANKLIN ST  1700,CHICAGO,IL,60606,42,9,1,41.88196747,-87.63516544
9238-20110716,4520 N BROADWAY   ,CHICAGO,IL,60640,46,32,19,41.96425147,-87.65690248
2020964-20120116,3944 S MORGAN ST 1ST ,CHICAGO,IL,60609,11,35,9,41.82208883,-87.65091733
1490469-20100916,300 S RIVERSIDE PLZ  2100,CHICAGO,IL,60606,,,1,41.87797514,-87.63842217
1166319-20101116,1035 N DAMEN AVE  1,CHICAGO,IL,60622,1,4,12,41.90062934,-87.67703936
1548467-20101116,6310 S HALSTED ST  ,CHICAGO,IL,60621,,,7,41.77937446,-87.64492434
1221023-20100816,5852 N NORTHWEST HWY  ,CHICAGO,IL,60631,41,21,16,41.98768545,-87.79104038
2059528-20100922,216 W JACKSON BLVD 10TH FLOOR 1040,CHICAGO,IL,60606,2,,,41.87822324,-87.63424738
1840869-20101116,831 N LESSING ST  ,CHICAGO,IL,60642,27,50,12,41.89729208,-87.6507025
2245733-20130326,2734 W 59TH ST  ,CHICAGO,IL,60629,16,23,8,41.78653455,-87.6925248
2233007-20130222,3935 W IRVING PARK RD 1ST A & B,CHICAGO,IL,60618,39,27,17,41.95355395,-87.7265263
1353083-20101116,1105 W CHICAGO AVE  ,CHICAGO,IL,60642,27,54,12,41.89615635,-87.65547454
1843942-20110716,10227 S WESTERN AVE 1ST ,CHICAGO,IL,60643,19,35,22,41.70737518,-87.68150569
1301076-20120316,7 S WABASH AVE  ,CHICAGO,IL,60603,42,9,1,41.88187317,-87.62606129
2102747-20110620,2027 W DIVISION ST 1ST ,CHICAGO,IL,60622,1,3,12,41.90306119,-87.67836147
2103354-20110628,280 S COLUMBUS DR FIRST ,CHICAGO,IL,60603,42,,,41.87838431,-87.62083163
1330429-20101116,2556-2558 W CHICAGO AVE  ,CHICAGO,IL,60622,1,1,12,41.8958111,-87.69163068
2108381-20110722,344 N OGDEN AVE FIRST 1,CHICAGO,IL,60607,27,,,41.88778386,-87.66153025
2108404-20110729,372 W ONTARIO ST 5TH 501,CHICAGO,IL,60654,42,68,18,41.89323978,-87.63842239
1518676-20100916,10 S RIVERSIDE PLZ  400,CHICAGO,IL,60606,2,12,1,41.88166429,-87.63888744
1898025-20110716,3541 W MONTROSE AVE 1ST A,CHICAGO,IL,60618,33,19,17,41.96096858,-87.71726351
2008178-20110716,11716 S WESTERN AVE 1 ,CHICAGO,IL,60643,19,63,22,41.68037805,-87.68094458
1800370-20110716,814-816 W 103RD ST 1 ,CHICAGO,IL,60643,34,25,22,41.70701975,-87.64348144
1768353-20101116,400 N MAY ST  201,CHICAGO,IL,60642,27,18,12,41.8890036,-87.65588427
2114250-20110909,833 W CHICAGO AVE 2 216,CHICAGO,IL,60642,27,54,12,41.89626551,-87.64896193
48706-20110716,60 W WALTON ST 1S ,CHICAGO,IL,60610,42,45,18,41.89990829,-87.6305534
2204101-20121227,1211 S WESTERN AVE 1 100,CHICAGO,IL,60608,25,10,12,41.86625502,-87.68588193
1968639-20110716,1810 W IRVING PARK RD 1ST ,CHICAGO,IL,60613,47,37,19,41.95431913,-87.67468707
1358172-20100916,125 S WACKER DR  600,CHICAGO,IL,60606,2,12,1,41.88001343,-87.63657238
1800221-20110716,4523 N CLARK ST 1 ,CHICAGO,IL,60640,47,41,19,41.96417975,-87.66635646
2192942-20121015,2600 W 35TH ST 3 318,CHICAGO,IL,60632,12,,,41.83029607,-87.69005861
2157060-20120730,2224 S CALIFORNIA AVE 1ST ,CHICAGO,IL,60608,12,7,10,41.85102772,-87.69557269
2157238-20120524,5220 S PULASKI RD 1ST 201-202,CHICAGO,IL,60632,23,6,8,41.79799187,-87.72344374
2157161-20120525,212 W SUPERIOR ST 5 503,CHICAGO,IL,60654,42,68,18,41.89569596,-87.63476052
1043116-20111216,727 S DESPLAINES ST  ,CHICAGO,IL,60607,2,28,1,41.87272536,-87.64369048
2152066-20120417,833-855 W 47TH PL  ,CHICAGO,IL,60609,3,51,9,41.80782036,-87.64664423
1648654-20111216,5362 W LAWRENCE AVE  CW,CHICAGO,IL,60630,45,29,16,41.96774211,-87.76200848
2142545-20120313,7838 S WESTERN AVE 1ST ,CHICAGO,IL,60620,18,8,8,41.75076103,-87.68301313
2103087-20110920,250 S WACKER DR 16 ,CHICAGO,IL,60606,2,12,1,41.87813818,-87.637065
2059586-20100927,70 E LAKE ST 12 1220,CHICAGO,IL,60601,42,9,1,41.88584225,-87.625455
1649020-20111216,4100 S ASHLAND AVE  375,CHICAGO,IL,60609,12,16,9,41.81944143,-87.66537554
1547046-20110116,4244 S COTTAGE GROVE AVE  ,CHICAGO,IL,60653,4,49,2,41.81724325,-87.6068623
2069164-20101124,3442 W FULLERTON AVE 1 1,CHICAGO,IL,60647,26,13,14,41.92475368,-87.71378082
1677696-20111216,2926 W BELMONT AVE  ,CHICAGO,IL,60618,33,2,17,41.93947775,-87.70136259
1196466-20111216,1632 W 21ST ST  ,CHICAGO,IL,60608,25,13,12,41.85423065,-87.66753361
2036249-20111216,2047 W CERMAK RD 1 ,CHICAGO,IL,60608,25,20,10,41.8520358,-87.67771042
1478824-20121116,2652 W CHICAGO AVE 1ST ,CHICAGO,IL,60622,26,24,12,41.89578142,-87.69388618
1444578-20110116,4149 W NORTH AVE  ,CHICAGO,IL,60639,30,18,25,41.90971503,-87.73085233
2036325-20111216,5246 N ELSTON AVE 1 ,CHICAGO,IL,60630,45,41,16,41.97610814,-87.75337635
1597575-20111216,1073 W MAXWELL ST  ,CHICAGO,IL,60608,2,9,12,41.86456571,-87.65338005
1592800-20110116,5239 W DIVERSEY AVE  201,CHICAGO,IL,60639,31,46,25,41.93127053,-87.75798602
2003770-20101016,4611 N RAVENSWOOD AVE 2 203,CHICAGO,IL,60640,47,34,19,41.96554578,-87.67393556
1879687-20111216,4936 S ROCKWELL ST 1ST ,CHICAGO,IL,60632,14,33,9,41.80356434,-87.68933447
2129236-20111121,600 W VAN BUREN ST 6TH 601,CHICAGO,IL,60607,2,12,1,41.87684171,-87.64257341
2129478-20111123,6324 N CENTRAL AVE 1ST ,CHICAGO,IL,60646,41,14,16,41.99666744,-87.76417443
1954319-20111216,112 W 87TH ST  ,CHICAGO,IL,60620,21,37,6,41.73638005,-87.62750922
1799167-20110116,2758 W 111TH ST 1 ,CHICAGO,IL,60655,19,17,22,41.69180025,-87.69063569
2134300-20120106,1517 W CARROLL AVE 2 ,CHICAGO,IL,60607,27,,,41.8873041,-87.66509314
1980970-20110116,2909 N CENTRAL AVE 1 ,CHICAGO,IL,60634,31,3,25,41.93342115,-87.76617299
2060412-20101005,875 N MICHIGAN AVE 31ST 3100,CHICAGO,IL,60611,42,43,18,41.89894854,-87.62397499
2147149-20120330,2222 W CHICAGO AVE  ,CHICAGO,IL,60622,32,6,12,41.89591998,-87.68291031
2147355-20120404,683 N MILWAUKEE AVE 1 ,CHICAGO,IL,60642,27,,,41.89410052,-87.65188517
2152112-20120417,2207 W CHICAGO AVE  ,CHICAGO,IL,60622,32,6,12,41.89571083,-87.68229578
2152575-20120510,1235 W BELMONT AVE 1ST ,CHICAGO,IL,60657,32,,,41.93970288,-87.66036321
1337181-20120216,919 W ARMITAGE AVE  ,CHICAGO,IL,60614,43,9,18,41.91802009,-87.65175175
2152593-20120517,2706 N MILWAUKEE AVE  ,CHICAGO,IL,60647,35,17,14,41.93032651,-87.70969731
2162588-20120621,1120 W MADISON ST 1 1,CHICAGO,IL,60607,27,7,12,41.8817605,-87.65532425
1680757-20110416,1909 N LINCOLN AVE  ,CHICAGO,IL,60614,43,24,18,41.91684811,-87.63652447
1992095-20110416,3657 N SOUTHPORT AVE 1ST ,CHICAGO,IL,60613,44,13,19,41.94874448,-87.66391487
2163591-20120802,10321 S HALSTED ST 1ST ,CHICAGO,IL,60628,34,,,41.706263,-87.64266719
2060847-20101119,135 S LA SALLE ST 40TH 4000,CHICAGO,IL,60603,42,9,1,41.88018219,-87.63216718
17557-20111216,1100 W CERMAK RD  ,CHICAGO,IL,60608,25,2,12,41.85265429,-87.65308818
1120096-20110416,849 N MICHIGAN AVE  ,CHICAGO,IL,60611,42,37,18,41.89821597,-87.6239497
1544515-20100916,222 S RIVERSIDE PLZ  111,CHICAGO,IL,60606,2,12,1,41.87858156,-87.63857867
1474910-20100916,679 N MICHIGAN AVE  ,CHICAGO,IL,60611,42,53,18,41.89490343,-87.62410419
1915688-20110416,3703 N HARLEM AVE 1ST ,CHICAGO,IL,60634,36,38,16,41.9472298,-87.80692652
1802713-20100916,2900 W FERDINAND ST 1ST ,CHICAGO,IL,60612,26,,13,41.89012951,-87.69973559
1818053-20100916,1 E WACKER DR  1305,CHICAGO,IL,60601,42,9,1,41.88670756,-87.62788348
2094437-20110513,1401 W IRVING PARK RD  ,CHICAGO,IL,60613,47,44,19,41.95424408,-87.66429422
1910415-20111216,1538 W 18TH ST 1ST ,CHICAGO,IL,60608,25,24,12,41.85792191,-87.66528558
2102413-20111118,35 E WACKER DR 17TH 1700,CHICAGO,IL,60601,42,9,1,41.88683151,-87.62655608
2003141-20110416,2720 N HALSTED ST  ,CHICAGO,IL,60614,43,50,19,41.93217798,-87.64913945
2108660-20110727,2732 N CLARK ST 2ND 200,CHICAGO,IL,60614,43,45,19,41.93215093,-87.64488737
1928372-20100916,7854 S MARYLAND AVE 1 1,CHICAGO,IL,60619,6,23,6,41.75150385,-87.60411973
2114313-20110829,7059 N CLARK ST 1ST ,CHICAGO,IL,60626,49,42,24,42.01073309,-87.67417623
2114202-20110909,4338 W LAWRENCE AVE 1ST ,CHICAGO,IL,60630,39,7,17,41.96825144,-87.73704764
2232950-20130215,3147 W LAWRENCE AVE  ,CHICAGO,IL,60625,33,26,17,41.96835201,-87.70794075
1942616-20110416,3539 N SOUTHPORT AVE  1S,CHICAGO,IL,60657,44,11,19,41.94638307,-87.66385034
2120471-20110927,2807 N SOUTHPORT AVE  ,CHICAGO,IL,60657,32,8,19,41.93271688,-87.66343119
2064691-20101028,141 W JACKSON BLVD 1 ,CHICAGO,IL,60604,2,,,41.87802566,-87.63206229
1144624-20100916,161 N CLARK ST  1300,CHICAGO,IL,60601,42,9,1,41.8847797,-87.63080067
2107917-20111003,2315 W 27TH ST  ,CHICAGO,IL,60608,25,5,10,41.84334382,-87.68360855
2129027-20111115,3418 W ARMITAGE AVE 1 ,CHICAGO,IL,60647,26,26,14,41.91744251,-87.71271523
1352865-20100916,111 E WACKER DR  ,CHICAGO,IL,60601,42,44,1,41.88807943,-87.62404737
2137404-20120131,4748 W FULLERTON AVE 1ST ,CHICAGO,IL,60639,31,23,25,41.92435593,-87.74584951
12963-20110116,11030 S WESTERN AVE  1,CHICAGO,IL,60643,19,62,22,41.69297082,-87.6813389
2162845-20120621,2105 N SOUTHPORT AVE  205,CHICAGO,IL,60614,43,10,18,41.92045976,-87.66301402
2164088-20120709,3512 N SOUTHPORT AVE 1ST ,CHICAGO,IL,60657,44,,,41.94561007,-87.66412524
1332274-20100916,20 N WACKER DR  1525,CHICAGO,IL,60606,42,9,1,41.88241091,-87.63717471
2229476-20130122,1740 W WEBSTER AVE  ,CHICAGO,IL,60614,32,34,14,41.92159919,-87.67216193
1517175-20111116,3839 W NORTH AVE  ,CHICAGO,IL,60647,30,23,25,41.90981245,-87.72317702
2003276-20100916,1108-1112 S WESTERN AVE 1 ,CHICAGO,IL,60612,28,61,11,41.86811081,-87.68622392
1928157-20100916,30 N LA SALLE ST 41ST 4100,CHICAGO,IL,60602,42,9,1,41.88269467,-87.63253143
1979523-20100816,3843 W 26TH ST 1 ,CHICAGO,IL,60623,22,4,10,41.84418272,-87.72131723
1579868-20101016,8647 S COTTAGE GROVE AVE  ,CHICAGO,IL,60619,8,61,6,41.73707998,-87.60468808
1515144-20100916,2156 W FULTON ST 2ND ,CHICAGO,IL,60612,27,27,12,41.88681082,-87.68148542
1123549-20100816,3121 W 26TH ST  ,CHICAGO,IL,60623,12,6,10,41.84442531,-87.70349186
2055468-20101116,900 N MICHIGAN AVE 6 ,CHICAGO,IL,60611,42,61,18,41.8992486,-87.62427498
2141829-20120501,3812 W NORTH AVE 1ST ,CHICAGO,IL,60647,30,31,25,41.91004287,-87.72205032
2137046-20120120,3107 W ARMITAGE AVE  ,CHICAGO,IL,60647,35,3,14,41.91729973,-87.70561948
2079456-20111116,1958 W 51ST ST 1 1,CHICAGO,IL,60609,16,42,9,41.80134371,-87.6744482
1891644-20111116,5408 W MADISON ST 1 1,CHICAGO,IL,60644,28,49,15,41.88041233,-87.76053494
1893929-20111116,1953 N PULASKI RD 1ST FL ,CHICAGO,IL,60639,30,29,25,41.9169077,-87.72640083
1578095-20101016,6969 N CLARK ST 1ST ,CHICAGO,IL,60626,49,39,24,42.00860511,-87.67372375
2065015-20111116,5400 W FULLERTON AVE 1ST ,CHICAGO,IL,60639,30,35,25,41.92415353,-87.76113266
1953228-20111116,7100 S JEFFERY BLVD 1ST B,CHICAGO,IL,60649,5,42,3,41.76602778,-87.57644312
1975685-20111116,4545 W DIVISION ST  E-15,CHICAGO,IL,60651,37,30,11,41.90233166,-87.74045894
1444804-20101016,7516 S COTTAGE GROVE AVE  ,CHICAGO,IL,60619,6,38,6,41.75803491,-87.60552172
1545848-20111116,5609 W CHICAGO AVE  ,CHICAGO,IL,60651,29,35,15,41.89473748,-87.76579879
1196013-20101016,349 1/2 E 75TH ST  ,CHICAGO,IL,60619,6,45,6,41.75827527,-87.616383
2032145-20111116,2031 N DAMEN AVE GROUND ,CHICAGO,IL,60647,32,34,14,41.91874818,-87.6775087
1874964-20111116,4545 W DIVISION ST 1ST ,CHICAGO,IL,60651,37,30,11,41.90233166,-87.74045894
4736-20101216,2101 E 71ST ST  1ST,CHICAGO,IL,60649,5,54,3,41.76599,-87.57378734
1273141-20101016,2032 N CLYBOURN AVE  ,CHICAGO,IL,60614,43,10,18,41.91826243,-87.65996318
1242740-20100816,3101 W 26TH ST # C-43,CHICAGO,IL,60623,12,6,10,41.8444375,-87.70262831
2129790-20111202,610 N FAIRBANKS CT 2ND FLOOR EAST ,CHICAGO,IL,60611,42,,,41.89299987,-87.62041435
1519858-20111116,3720 W CHICAGO AVE  ,CHICAGO,IL,60651,27,40,11,41.89553806,-87.71973034
14022-20111116,25 N STATE ST  ,CHICAGO,IL,60602,42,9,1,41.88263197,-87.62770666
1903638-20100916,601 S LA SALLE ST LOWER LEVEL LL,CHICAGO,IL,60605,2,1,1,41.87444975,-87.6315442
1299462-20101016,7008 N CLARK ST  ,CHICAGO,IL,60626,49,3,24,42.00927651,-87.67417783
2084131-20111116,3711 W CHICAGO AVE 1 1,CHICAGO,IL,60651,27,34,11,41.89532228,-87.71927066
1593895-20111116,3407 W NORTH AVE  ,CHICAGO,IL,60647,26,57,14,41.90994039,-87.71218958
1985075-20111116,3973 W MADISON ST LOWER LEVEL ,CHICAGO,IL,60624,28,18,11,41.88062628,-87.72511154
2032505-20111116,5018 S PULASKI RD 1 1,CHICAGO,IL,60632,14,,,41.80173185,-87.72355312
1694582-20101016,1130 S WABASH AVE  401,CHICAGO,IL,60605,2,58,1,41.86831969,-87.62599043
77031-20111116,133 S STATE ST 1ST ,CHICAGO,IL,60603,42,9,1,41.87986078,-87.62757264
1991141-20111116,820 W JACKSON BLVD 2 240,CHICAGO,IL,60607,27,58,12,41.87804348,-87.64818021
1771508-20101016,1669 W PRATT BLVD 1 ,CHICAGO,IL,60626,49,37,24,42.00523001,-87.67266864
1248765-20101016,448 E 79TH ST  ,CHICAGO,IL,60619,6,35,6,41.75126132,-87.6129847
2068738-20111116,4100 S ASHLAND AVE 1 372,CHICAGO,IL,60609,12,16,9,41.81944143,-87.66537554
1619510-20111116,3912 W MCLEAN AVE  BLDG. F,CHICAGO,IL,60647,30,5,25,41.91820611,-87.72595816
1518163-20100816,3101 W 26TH ST  A-5,CHICAGO,IL,60623,12,6,10,41.8444375,-87.70262831
1546791-20111116,1616 N DAMEN AVE  202,CHICAGO,IL,60647,32,36,14,41.91097377,-87.67762166
14435-20111116,3949 W PALMER ST 1SR ,CHICAGO,IL,60647,30,41,25,41.92072017,-87.72619794
1352899-20111116,3737 W DIVISION ST 1 FRONT ,CHICAGO,IL,60651,27,24,11,41.90261177,-87.72036558
1354874-20111116,1746 1/2 N WESTERN AVE  ,CHICAGO,IL,60647,1,27,14,41.91349759,-87.68745156
1841873-20111116,2740 W NORTH AVE 1ST ,CHICAGO,IL,60647,1,22,14,41.91033519,-87.6962354
1447089-20111116,3823 W CHICAGO AVE  ,CHICAGO,IL,60651,27,47,11,41.89529272,-87.72225789
2004033-20111116,1856 N WESTERN AVE 1ST ,CHICAGO,IL,60647,1,29,14,41.91565055,-87.68750755
1475852-20101216,3139 N ELSTON AVE  ,CHICAGO,IL,60618,1,19,14,41.93825008,-87.69644397
1964472-20100916,515 N STATE ST 17 1700,CHICAGO,IL,60654,42,22,18,41.8914181,-87.62791476
1544919-20111116,3751 W FULLERTON AVE  ,CHICAGO,IL,60647,35,999,25,41.92443768,-87.7215044
1516674-20111116,2456 N WESTERN AVE  ,CHICAGO,IL,60647,1,24,14,41.92663275,-87.6878537
1986935-20111116,3935 W ARMITAGE AVE 1ST FLOOR ,CHICAGO,IL,60647,30,29,25,41.91706959,-87.72555081
41539-20111116,3417 N WESTERN AVE  ,CHICAGO,IL,60618,32,25,19,41.94364368,-87.68801938
1145428-20100916,221 N LA SALLE ST 17 1740,CHICAGO,IL,60601,42,9,1,41.88630857,-87.63231876
1847525-20110916,1701 S STATE ST  ,CHICAGO,IL,60616,3,45,1,41.85894524,-87.62708031
2245751-20130326,2800 W PETERSON AVE  ,CHICAGO,IL,60659,50,29,24,41.99055208,-87.6994644
1804453-20110216,3465 N CLARK ST 1 ,CHICAGO,IL,60657,44,31,19,41.9451851,-87.65471923
2157099-20120522,2706 W CERMAK RD STOREFRONT 1,CHICAGO,IL,60608,28,38,10,41.85203879,-87.69333038
1771833-20101016,2502 N MILWAUKEE AVE UNIT 220 1,CHICAGO,IL,60647,35,30,14,41.92677107,-87.70388403
1963655-20110916,125 W 87TH ST 1ST ,CHICAGO,IL,60620,21,53,6,41.73615914,-87.62778458
1904308-20100916,2242 W HARRISON ST 2ND 200,CHICAGO,IL,60612,2,50,12,41.87404881,-87.68305714
2069900-20101213,320 N DAMEN AVE 1ST D100,CHICAGO,IL,60612,27,27,12,41.88749279,-87.67695914
2142107-20120410,1958 W LAKE ST 1ST UNIT#1,CHICAGO,IL,60612,27,27,12,41.88509637,-87.67662361
2142061-20120306,4822 S PULASKI RD 1ST ,CHICAGO,IL,60632,14,28,8,41.80532016,-87.72365451
1681273-20120116,4100 S ASHLAND AVE  ,CHICAGO,IL,60609,12,16,9,41.81944143,-87.66537554
1678320-20100916,222 W ADAMS ST 19 ,CHICAGO,IL,60606,2,49,1,41.87948775,-87.63444223
1985800-20110216,4100 S ASHLAND AVE  ,CHICAGO,IL,60609,12,16,9,41.81944143,-87.66537554
2016709-20120116,1111 W 48TH ST 1 ,CHICAGO,IL,60609,20,41,9,41.80682679,-87.65328289
2054155-20110616,2742 N LARAMIE AVE 1 1,CHICAGO,IL,60639,31,46,25,41.93088544,-87.75654846
2120742-20111003,5146 S ARCHER AVE 1ST ,CHICAGO,IL,60632,23,25,8,41.80053573,-87.7316915
1892003-20100916,200 E RANDOLPH ST 34 3400,CHICAGO,IL,60601,42,44,1,41.88463208,-87.62224799
2073937-20110121,150 S WACKER DR 31ST 3100,CHICAGO,IL,60606,2,12,1,41.87941085,-87.63710396
2073947-20101229,411 S SANGAMON ST LOWER LEVEL B,CHICAGO,IL,60607,2,6,12,41.87630222,-87.65054641
2129485-20111123,4916 N ELSTON AVE 2ND ,CHICAGO,IL,60630,39,11,17,41.96983225,-87.74319313
1647840-20100916,1 N FRANKLIN ST  310,CHICAGO,IL,60606,42,9,1,41.88196747,-87.63516544
2113669-20110915,3939 W LAWRENCE AVE 1A ,CHICAGO,IL,60625,39,31,17,41.96814073,-87.72718499
1899153-20100916,2333 W 95TH ST 1ST ,CHICAGO,IL,60643,19,5,22,41.72084507,-87.68097675
2124953-20120410,8220 S KEDZIE AVE 1 1,CHICAGO,IL,60652,18,21,8,41.74366367,-87.70236934
